date,close,high,low,open,quoteVolume,volume,weightedAverage
2015-02-17,9.99999666,0.33,9.99999666,0.33,0.001992,0.019919990000000002,9.99999666
2015-02-18,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-19,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-20,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-21,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-22,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-23,9.99999666,9.99999666,9.99999666,9.99999666,0.0,0.0,9.99999666
2015-02-24,2.8999966600000002,2.8999966600000002,2.8999966600000002,2.8999966600000002,0.007698,0.02232417,2.8999966600000002
2015-02-25,2.8999966600000002,2.8999966600000002,2.8999966600000002,2.8999966600000002,0.0,0.0,2.8999966600000002
2015-02-26,2.8999966600000002,2.8999966600000002,2.8999966600000002,2.8999966600000002,0.0,0.0,2.8999966600000002
2015-02-27,3.68,3.68,3.68,3.68,0.00039975,0.00147108,3.68
2015-02-28,3.68,3.68,3.68,3.68,0.0,0.0,3.68
2015-03-01,3.68,3.68,3.68,3.68,0.0,0.0,3.68
2015-03-02,3.68,3.68,3.68,3.68,0.0,0.0,3.68
2015-03-03,3.5,3.5,3.5,3.5,0.49987854000000004,1.7495748899999999,3.5
2015-03-04,3.5,3.5,3.5,3.5,0.03502579,0.12259026,3.5
2015-03-05,3.5,3.5,3.5,3.5,0.02683528,0.09392348,3.5
2015-03-06,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-07,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-08,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-09,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-10,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-11,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-12,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2015-03-13,3.99999999,3.99999999,3.99999999,3.99999999,0.00025,0.00099999,3.99999999
2015-03-14,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-15,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-16,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-17,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-18,3.99999999,3.99999999,3.99999999,3.99999999,0.010747999999999999,0.04299199,3.99999999
2015-03-19,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-20,3.99999999,3.99999999,3.99999999,3.99999999,0.0,0.0,3.99999999
2015-03-21,4.00000001,4.00000002,3.9999966,3.9999966,1.26072505,5.0428985,3.99999865
2015-03-22,5.98999999,5.98999999,5.98999999,5.98999999,0.0016860999999999998,0.01009973,5.98999999
2015-03-23,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-24,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-25,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-26,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-27,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-28,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-29,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-30,5.98999999,5.98999999,5.98999999,5.98999999,0.0,0.0,5.98999999
2015-03-31,5.98999989,5.98999989,5.98999989,5.98999989,0.0001697,0.0010165,5.98999989
2015-04-01,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-02,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-03,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-04,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-05,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-06,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-07,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-08,5.98999989,5.98999989,5.98999989,5.98999989,0.0,0.0,5.98999989
2015-04-09,3.4924128100000003,3.53925523,0.4,3.53925523,3.48094812,12.26936643,3.5247197
2015-04-10,0.4,5.98999989,0.4,5.98999989,0.00672442,0.02575455,3.83000388
2015-04-11,0.4,0.4,0.4,0.4,0.0,0.0,0.4
2015-04-12,0.4,0.4,0.4,0.4,0.0,0.0,0.4
2015-04-13,0.4,0.4,0.4,0.4,0.0,0.0,0.4
2015-04-14,0.4,0.4,0.4,0.4,0.0,0.0,0.4
2015-04-15,0.4,0.4,0.4,0.4,0.0,0.0,0.4
2015-04-16,5.8999999899999995,5.8999999899999995,5.8999999899999995,5.8999999899999995,0.00023043,0.00135953,5.8999999899999995
