date,close,high,low,open,quoteVolume,volume,weightedAverage
2015-02-19,244.0,0.33,225.0,0.33,0.19311748,46.27631267,239.62777823
2015-02-20,240.25,245.0,240.25,240.25011809,0.23042935,55.894897,242.56847926
2015-02-21,245.0,245.0,245.0,245.0,0.06009077,14.72223865,245.0
2015-02-22,235.0,249.0,235.0,245.0,0.53905499,129.12124785,239.53260845
2015-02-23,235.0,235.001,235.0,235.00000236,0.41092569,96.56756248,235.00006166
2015-02-24,239.75,239.75,235.0,235.0,0.6267486999999999,149.15439319,237.98117682
2015-02-25,237.75,239.75,237.75,239.75,0.92755033,221.58409525,238.89172165
2015-02-26,238.5,239.79999999,237.75,237.75,0.00065026,0.15548793,239.11656336
2015-02-27,249.0,249.0,238.49999999,238.49999999,1.58903736,383.75542307,241.5018254
2015-02-28,240.00006025,251.0,240.0,240.0,0.07133012,17.14733576,240.39404068
2015-03-01,251.0,251.0,240.0001205,240.0001205,0.00126983,0.31771523,250.20296503
2015-03-02,269.0,269.0,251.0,252.0,0.37903175,98.06380478,258.72187431
2015-03-03,267.21999999,274.5,255.0,268.0,1.66949245,442.98306981,265.33996593
2015-03-04,280.0,280.00000001,258.87499998,258.87499998,0.8789595,245.88902268,279.75011668
2015-03-05,257.00012,280.89,257.0,257.0,0.44629752,117.44068512,263.14438207
2015-03-06,260.0,271.00199999,260.0,269.00014063,0.31727545,84.1979488,265.37807701
2015-03-07,260.00000522,260.00000522,260.00000522,260.00000522,0.00069998,0.18199479999999998,260.00000522
2015-03-08,260.00003101,275.002,260.000031,265.0,0.11875025,30.90034888,260.21291648
2015-03-09,264.00000533,285.0,260.00003101,260.00003101,0.45868191,128.36703757,279.86069382
2015-03-10,291.0,291.0,264.00006385,264.00006385,0.19129599,54.9617595,287.31265878
2015-03-11,276.00000001,292.95011129,276.00000001,279.00010602,0.14928741,42.51193654,284.76571831
2015-03-12,276.00000112,289.00010602,276.0,289.00010602,0.01053624,2.90989245,276.17940134
