date,close,high,low,open,quoteVolume,volume,weightedAverage
2015-02-19,0.006,0.006,0.006,0.006,44.9956,0.2699736,0.006
2015-02-20,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-21,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-22,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-23,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-24,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-25,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-26,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-27,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-02-28,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-03-01,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-03-02,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-03-03,0.006,0.006,0.006,0.006,0.0,0.0,0.006
2015-03-04,0.014,0.014,0.014,0.014,499.94889785,6.9992845599999995,0.014
2015-03-05,0.014,0.014,0.014,0.014,0.0,0.0,0.014
2015-03-06,0.014,0.014,0.014,0.014,0.0,0.0,0.014
2015-03-07,0.014,0.014,0.014,0.014,0.0,0.0,0.014
2015-03-08,0.016,0.016,0.014,0.014,665.7972184,10.15265329,0.01524886
2015-03-09,0.016,0.016,0.00600005,0.00600005,17.05644187,0.10240392,0.00600382
2015-03-10,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-11,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-12,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-13,0.016,0.016,0.016,0.016,0.0625,0.001,0.016
2015-03-14,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-15,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-16,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-17,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-18,0.016,0.016,0.016,0.016,0.0,0.0,0.016
2015-03-19,0.01151945,0.01151946,0.01151945,0.01151946,41.73824128,0.48080159,0.01151945
2015-03-20,0.01121159,0.01134026,0.01121159,0.01131613,2363.0040128,26.75671253,0.01132317
2015-03-21,0.01246642,0.01246642,0.01246642,0.01246642,0.02645186,0.00032975,0.01246642
2015-03-22,0.01408269,0.01408269,0.01408269,0.01408269,3618.94873005,50.96453309,0.01408269
2015-03-23,0.011725399999999999,0.01263469,0.00600003,0.01263469,3751.91091669,42.23058747,0.01125575
2015-03-24,0.01183447,0.01183447,0.01081579,0.01081579,181.50594259,2.01275991,0.01108922
2015-03-25,0.01003706,0.01085728,0.00992446,0.01070726,125.51869246,1.36126789,0.01084514
2015-03-26,0.01066892,0.01076261,0.01066892,0.010762599999999999,214.81774841,2.31178651,0.01076161
2015-03-27,0.01066892,0.01066892,0.01066892,0.01066892,0.0,0.0,0.01066892
2015-03-28,0.01027438,0.010650000000000001,0.01017523,0.01017523,17.13495642,0.18168703,0.01060329
2015-03-29,0.00989078,0.010650000000000001,0.00989078,0.010650000000000001,1110.03165025,11.32911049,0.010206110000000001
2015-03-30,0.00989078,0.00989078,0.00989078,0.00989078,0.0,0.0,0.00989078
2015-03-31,0.00985911,0.01078277,0.009649399999999999,0.00964941,1823.8715783,18.86162309,0.01034153
2015-04-01,0.00985911,0.00985911,0.00985911,0.00985911,0.0,0.0,0.00985911
2015-04-02,0.01035264,0.011245950000000001,0.01035264,0.011,2055.15955128,22.50543863,0.010950699999999999
2015-04-03,0.01035264,0.01035264,0.01035264,0.01035264,0.0,0.0,0.01035264
2015-04-04,0.01035264,0.01035264,0.01035264,0.01035264,0.0,0.0,0.01035264
2015-04-05,0.01160956,0.01160956,0.01160956,0.01160956,4.96028704,0.05758675,0.01160956
2015-04-06,0.01160956,0.01160956,0.01160956,0.01160956,0.0,0.0,0.01160956
2015-04-07,0.01067865,0.01067866,0.01067865,0.01067866,1004.79143456,10.7298161,0.01067865
2015-04-08,0.01067865,0.01067865,0.01067865,0.01067865,0.0,0.0,0.01067865
2015-04-09,0.01150193,0.011554,0.01036655,0.01036655,9.28307685,0.10212248,0.01100093
2015-04-10,0.01043228,0.010501710000000001,0.01,0.010501710000000001,2311.46344674,23.39665324,0.010121999999999999
2015-04-11,0.01043523,0.01043523,0.0104352,0.0104352,1008.85690459,10.52763262,0.0104352
2015-04-12,0.01043523,0.01043523,0.01043523,0.01043523,0.0,0.0,0.01043523
2015-04-13,0.011,0.011,0.011,0.011,1000.0,11.0,0.011
2015-04-14,0.00975105,0.01,0.00974711,0.01,16.33186542,0.16178954,0.00990637
2015-04-15,0.00953872,0.00981436,0.009506510000000001,0.00978479,2586.12577925,24.91132064,0.00963267
2015-04-16,0.00953872,0.00953872,0.00953872,0.00953872,7.33887565,0.07000347,0.00953872
2015-04-17,0.00953872,0.00953872,0.00953872,0.00953872,0.0,0.0,0.00953872
2015-04-18,0.00953872,0.00953872,0.00953872,0.00953872,0.0,0.0,0.00953872
2015-04-19,0.00953872,0.00953872,0.00953872,0.00953872,0.0,0.0,0.00953872
2015-04-20,0.00953872,0.00953872,0.00953872,0.00953872,0.0,0.0,0.00953872
2015-04-21,0.00953872,0.00953872,0.00953872,0.00953872,0.0,0.0,0.00953872
2015-04-22,0.00897061,0.00901675,0.00897061,0.00901675,21.09542828,0.19016165000000002,0.00901435
2015-04-23,0.0095,0.0095,0.0095,0.0095,911.78310259,8.66193947,0.0095
2015-04-24,0.00953871,0.00953871,0.0095,0.0095,123.20726647,1.1718235,0.00951099
2015-04-25,0.00953871,0.00953871,0.00953871,0.00953871,0.0,0.0,0.00953871
2015-04-26,0.008500599999999999,0.008500599999999999,0.0083,0.00832666,1028.00083727,8.53828683,0.008305710000000001
2015-04-27,0.008500599999999999,0.008500599999999999,0.008500599999999999,0.008500599999999999,0.0,0.0,0.008500599999999999
2015-04-28,0.00919023,0.00919023,0.00919023,0.00919023,19.84213907,0.18235382,0.00919023
